,HomePointsLast5,HomeGoalDifferenceLast5,HomeShotsLast5,HomeShotsOnTargetLast5,AwayPointsLast5,AwayGoalDifferenceLast5,AwayShotsLast5,AwayShotsOnTargetLast5
HomePointsLast5,1.0,0.8898550029800713,0.4288610583399045,0.41615874963934724,0.01605536701331886,0.015400381688187496,0.013177223216636943,-0.00109708120451658
HomeGoalDifferenceLast5,0.8898550029800713,1.0,0.4871219200298385,0.4645434360376631,0.018162992899472957,0.01536876035471117,0.0128395611269691,0.001570478224563732
HomeShotsLast5,0.4288610583399045,0.4871219200298385,1.0,0.6520051780768502,0.008543171461004813,0.006778940447666121,0.06770319583339193,-0.03122100570391317
HomeShotsOnTargetLast5,0.41615874963934724,0.4645434360376631,0.6520051780768502,1.0,0.0014684950251363385,0.0036944695889887173,-0.023431574129511346,0.30400104152626783
AwayPointsLast5,0.01605536701331886,0.018162992899472957,0.008543171461004813,0.0014684950251363385,1.0,0.8870344714225994,0.415421572558921,0.41462451409613243
AwayGoalDifferenceLast5,0.015400381688187496,0.01536876035471117,0.006778940447666121,0.0036944695889887173,0.8870344714225994,1.0,0.4822721352979283,0.4691326721385796
AwayShotsLast5,0.013177223216636943,0.0128395611269691,0.06770319583339193,-0.023431574129511346,0.415421572558921,0.4822721352979283,1.0,0.6494901313199783
AwayShotsOnTargetLast5,-0.00109708120451658,0.001570478224563732,-0.03122100570391317,0.30400104152626783,0.41462451409613243,0.4691326721385796,0.6494901313199783,1.0
