Cluster,GoalsForPerMatch,GoalsAgainstPerMatch,ShotsPerMatch,ShotsOnTargetPerMatch,CornersPerMatch,PointsPerMatch,TeamSeasons,ProfileName
1,1.1262969251084702,1.482078853046595,10.984153933220147,4.846538388983211,5.024900962082627,1.1427089228447462,279,Lower points profile
2,1.8216615919965202,1.0013049151805133,14.662244454110482,6.974119182253153,6.396259243149195,1.9114832535885167,121,Higher points profile
